Company,Year,Url,Claim,Accusation,Company_description,Type,certificates,
patagonia,2023,https://www.patagonia.com/on/demandware.static/Sites-patagonia-us-Site/Library-Sites-PatagoniaShared/en_US/PDF-US/GSF23.pdf#page=15.05,"Buy less, demand more",no accusation found,"Patagonia, Inc. is an American retailer of outdoor recreation clothing. It was founded by Yvon Chouinard in 1973 and is based in Ventura, California. Patagonia operates stores in more than 10 countries globally, as well as factories in 16 countries.",not greenwash,166 impact score B-corp,
oatly,2023,,"The ad is designed to look like a two-page spread in a newspaper.  The left-hand side of the ad says ""We bought this two-page ad to tell you we've been including climate footprint numbers on our products so they can tell you their climate footprint numbers too."" The right-hand side of the ad says ""We're donating this page to the dairy industry so they can tell you their climate footprint numbers too."" There is a large Oatly logo in the bottom right corner of the ad.  Below the ad copy, there is a section that says ""Climate Footprint Oat Milk 0.62 kg CO₂e/kg.""",no accusation found,"Oatly Group AB, an oatmilk company, provides a range of plant-based dairy products made from oats in Europe, the Middle East, Africa, the Americas, and Asia. It offers Barista edition oatmilk, oatgurts, frozen desserts, ice-creams, and yogurts; cooking products, including cooking cream, in regular and organic, Crème Fraiche, whipping cream, vanilla custard, and spreads in a variety of flavors; and ready-to-go drinks. The company was formerly known as Havre Global AB and changed its name to Oatly Group AB in March 2021. Oatly Group AB was founded in 1994 and is headquartered in Malmö, Sweden.",not greenwash,LCA from Blonk,
interface,2023,,We’re Made for More. More carbon reduction. More carbon storage. More innovative solutions. More impact.,no accusation found,"Interface, Inc. is a global manufacturer of commercial flooring with an integrated collection of carpet tiles and resilient flooring, including luxury vinyl tiles (LVT) and nora brand rubber flooring. Interface, Inc. 1973, in LaGrange, Georgia, U.S.",not greenwash,Cradle to Cradle,
seventhgeneration,2023,https://www.seventhgeneration.com/,"In 2020, 97% of our product packaging, by volume, was what we consider to be 'Zero Waste -reusable or recyclable.",no accusation found,"Seventh Generation, Inc. is an American company selling eco-friendly cleaning, paper, and personal care products. Established in 1988, the Burlington, Vermont-based company distributes products to natural food stores, supermarkets, mass merchants, and online retailers.",not greenwash,40+ environment impact score B-corp,
seventhgeneration,2023,https://www.seventhgeneration.com/,"We make dishwashing liquid and automatic dish detergents powered by renewable, plant-based ingredients that fight grease with ease and make dish time less of a chore.",no accusation found,"Seventh Generation, Inc. is an American company selling eco-friendly cleaning, paper, and personal care products. Established in 1988, the Burlington, Vermont-based company distributes products to natural food stores, supermarkets, mass merchants, and online retailers.",not greenwash,40+ environment impact score B-corp,
seventhgeneration,2023,https://www.seventhgeneration.com/,"Using the power of plant science, we create products that get the job done and are safer for your family. From renewable plant-based ingredients to more sustainable packaging, our products re-define what it means to clean with purpose.",no accusation found,"Seventh Generation, Inc. is an American company selling eco-friendly cleaning, paper, and personal care products. Established in 1988, the Burlington, Vermont-based company distributes products to natural food stores, supermarkets, mass merchants, and online retailers.",not greenwash,40+ environment impact score B-corp,
garnier,2022,https://www.garnier.ca/en-ca/about-our-brands/skin-care/bio,"OUR SUSTAINABLY SOURCED INGREDIENTS In the southern region of France, we source our organically grown lavandin and thyme. Our sustainable sourcing program contributes to maintaining local biodiversity, expanding organic farming, and supporting local farmers.",no accusation found,Garnier is a mass market cosmetics brand of French cosmetics company L'Oréal. It produces hair care and skin care products.,not greenwash,Cradle to Cradle,
fairphone,2023,https://shop.fairphone.com/fairphone-4,A FUTURE-PROOF ALTERNATIVE THAT'S DISTINCT AND POWERFUL,no accusation found,"Fairphone is a Dutch electronics manufacturer that designs and produces smartphones and headphones. It aims to minimise the ethical and environmental impact of its devices by using recycled, fairtrade and conflict-free materials, maintaining fair labor conditions throughout its workforce and suppliers, and enabling users to easily repair their devices through modular design and by providing replacement parts.",not greenwash,"TCO certification, Ecovadis Platinum",
fairphone,2023,https://shop.fairphone.com/fairphone-5,"The Fairphone 4’s body is machined from aluminum from ASI certified vendors. To top it off, we’ve designed it with a 100% recycled plastic back cover. Using fairer materials as much as possible.",no accusation found,"Fairphone is a Dutch electronics manufacturer that designs and produces smartphones and headphones. It aims to minimise the ethical and environmental impact of its devices by using recycled, fairtrade and conflict-free materials, maintaining fair labor conditions throughout its workforce and suppliers, and enabling users to easily repair their devices through modular design and by providing replacement parts.",not greenwash,"TCO certification, Ecovadis Platinum",
lush ,2023,https://weare.lush.com/press-releases/lush-cork-pots/,"100% natural, reusable and biodegradable, the Cork Pot is a carbon-positive piece of packaging, removing over 33 times its weight in carbon dioxide for every single pot. Sourced from southern Portugal, they support re-wilding projects in the region as well as helping your shampoo bars stay dry and last longer. Whether you're heading out on an adventure, travelling to the gym, or just want to do your bit in the bathroom, do something (carbon) positive today and pop a Cork Pot into your basket!",no accusation found,"Lush Ltd. produces and distributes soaps, shampoos, cosmetics, and related items. The Company offers handmade bath and beauty products that include skincare, bath and body treats, and gifts with natural ingredients for men and women, as well as facial care products comprise cleansers, toners and toner tabs, moisturizers, shaving creams, and lip balms.",not greenwash,Ethical Consumer Research Association (Ethical Consumer) conducts annual audits of the supply chain in the UK for compliance with its non-animal testing policy.,
patagonia,2023,https://eu.patagonia.com/gb/en/wornwear/,worn wear program: One of the most responsible things we can do for the planet is to keep our gear going longer. That’s why we’re making it as easy as possible to repair your gear. ,no accusation found,"Patagonia, Inc. is an American retailer of outdoor recreation clothing. It was founded by Yvon Chouinard in 1973 and is based in Ventura, California. Patagonia operates stores in more than 10 countries globally, as well as factories in 16 countries.",not greenwash,25+ environment impact score B-corp,
allbirds,2023,https://www.allbirds.eu/products/mens-tree-runners-kaikoura-white,"From materials to transport, we’re working to reduce our carbon footprint to near zero. Holding ourselves accountable and striving for climate goals isn’t a 30-year goal—it’s now.",no accusation found,"Allbirds Inc (Allbirds) designs, markets, and distributes footwear and apparel products for men, women, and children. The company offers various categories of shoes including dashers, loungers, runners, skippers, toppers and mizzles for men, women and kids.",not greenwash,25+ environment impact score B-corp,
allbirds,2023,https://www.allbirds.eu/products/mens-tree-runners-kaikoura-white,"Where possible, we replace synthetic petroleum-based materials with natural alternatives. Such as wool, tree fibers and sugar cane. They're soft, breathable and better for the planet - win, win, win.",no accusation found,"Allbirds Inc (Allbirds) designs, markets, and distributes footwear and apparel products for men, women, and children. The company offers various categories of shoes including dashers, loungers, runners, skippers, toppers and mizzles for men, women and kids.",not greenwash,25+ environment impact score B-corp,
allbirds,2023,https://www.allbirds.eu/products/mens-tree-runners-kaikoura-white,Loop And Swoop: Our laces are made from 100% post-consumer recycled polyester. One old plastic bottle becomes one pair of shoelaces.,no accusation found,"Allbirds Inc (Allbirds) designs, markets, and distributes footwear and apparel products for men, women, and children. The company offers various categories of shoes including dashers, loungers, runners, skippers, toppers and mizzles for men, women and kids.",not greenwash,25+ environment impact score B-corp,
thrivemarket,2022,,Our Thrive Market boxes are now made of 100% recycled materials.,no accusation found,"Thrive market is an operator of an online grocery shopping platform intended to make healthy living easy and affordable for everyone. The company's platform offers edible products including chicken, peanut butter, pasta, beauty-related goods, supplements, vitamins, and baby products, enabling customers to get full access to a carefully curated collection of relatively healthy and organic food products.",not greenwash,25+ environment impact score B-corp,
altereco,2022,https://www.alterecofoods.com/,"eat chocolate, save the planet: We're helping our farmers transition to dynamic agroforestry (a type of regenerative agriculture) because it helps improve farmer livelihood and mitigate climate change.",no accusation found,Alter Eco is a chocolate-centric food company that helps mitigate climate change through regenerative agriculture and carbon sequestration.,not greenwash,25+ environment impact score B-corp,
altereco,2022,https://www.alterecofoods.com/,Regeneration is the name of the game. Clean for you. Green for the planet.,no accusation found,Alter Eco is a chocolate-centric food company that helps mitigate climate change through regenerative agriculture and carbon sequestration.,not greenwash,25+ environment impact score B-corp,
rituals,2023,https://www.rituals.com/en-us/conscious.html,"We take a holistic approach when selecting our ingredients, packaging, materials and fabrics, taking multiple aspects into account to make actual sustainable choices. Reducing the environmental impact of our business is key to us and is constantly on our minds. To do so, we measure, monitor and initiate improved practices throughout the company, from packaging & ingredients to operations, and supply chain.",no accusation found,"Rituals is a brand of scented products for home and personal care offering perfumes, candles, fragrance sticks, bath essentials, hair care products etc. Its products are inspired by traditions of Asian cultures. It uses natural, and organic ingredients without paraben. Its products are manufactured in Europe. It sells its products through its web store, boutiques, department stores etc.",not greenwash,25+ environment impact score B-corp,
rituals,2023,https://www.rituals.com/en-us/conscious.html,"At Rituals, we are committed that all our packaging will be refillable recyclable, and/or made from recycled materials by 2025. In 2022 alone, our refills saved 802,587 kg in materials, 32,871 GJ-eq in energy, 1,766 tons of CO 2 -eq, and 19.3M litres of water.",no accusation found,"Rituals is a brand of scented products for home and personal care offering perfumes, candles, fragrance sticks, bath essentials, hair care products etc. Its products are inspired by traditions of Asian cultures. It uses natural, and organic ingredients without paraben. Its products are manufactured in Europe. It sells its products through its web store, boutiques, department stores etc.",not greenwash,25+ environment impact score B-corp,
thebodyshop,2022,https://www.thebodyshop.com/en-hk/about-us/brand-values/sustainability/return-recycle-reuse/a/a00011,"Our founder, Anita Roddick, initiated our first recycling scheme Bring Back Our Bottles in 1993. Then, in 2019, we launched our Return, Recycle, Repeat scheme in five countries. In 2020, we started a refill revolution with refill stations across 500 stores globally. And now, our Return, Recycle, Repeat scheme is back.",no accusation found,"The Body Shop International Limited, trading as the Body Shop, is a British cosmetics, skin care, and perfume company founded in 1976 by Anita Roddick.",not greenwash,Bcorp status lost 2023 due to financial issues and ownership change,
thebodyshop,2023,https://www.thebodyshop.com/en-hk/about-us/brand-values/sustainability/return-recycle-reuse/a/a00011,"Thank you all for supporting environmental protection. The Body Shop rolled out the recycling program for empty plastic bottles, in order to encourage everyone to make a habit of recycling routine and cherish the earth's resources. Starting from January 1, 2022, we will start recycling empty bottles of various beauty and skin care products! Hope that everyone will maintain the good habit of recycling waste, making the environment more harmonious and beautiful, and nurturing the next generation of green",no accusation found,"The Body Shop International Limited, trading as the Body Shop, is a British cosmetics, skin care, and perfume company founded in 1976 by Anita Roddick.",not greenwash,Bcorp status lost 2023 due to financial issues and ownership change,
chopvalue,2023,https://chopvalue.com/collections/home-furniture,"Designed with Impact in Mind: We transform waste streams into nature positive products, engineered for a second life.",no accusation found,ChopValue creates high performance circular economy products made entirely from recycled chopsticks. The urban harvested material is transformed through a carbon neutral micro-manufacturing model and reintroduced into society as a beautiful and durable engineered product.,not greenwash,25+ environment impact score B-corp,
chopvalue,2023,https://chopvalue.com/pages/carbon-footprint,Our circular material is better for you and the planet. Every product made from our engineered performance material means fewer trees cut down for wooden furniture.,no accusation found,ChopValue creates high performance circular economy products made entirely from recycled chopsticks. The urban harvested material is transformed through a carbon neutral micro-manufacturing model and reintroduced into society as a beautiful and durable engineered product.,not greenwash,25+ environment impact score B-corp,
chopvalue,2023,https://chopvalue.com/,The Future of Furniture Is Circular Climate positive wood furniture made locally on a global scale,no accusation found,ChopValue creates high performance circular economy products made entirely from recycled chopsticks. The urban harvested material is transformed through a carbon neutral micro-manufacturing model and reintroduced into society as a beautiful and durable engineered product.,not greenwash,25+ environment impact score B-corp,
drbronner,2022,https://shop.drbronner.co.uk/article/heal-earth-with-dr-bronners-earthhealer.aspx,HEAL EARTH WITH DR. BRONNER'S #EARTHHEALER,no accusation found,"Dr. Bronner's Family-owned and run, Dr. Bronner’s honors the vision of its founder Dr. E.H. Bronner by making socially and environmentally responsible products of the highest quality, while dedicating its profits to help make a better world. Now the top-selling brand of organic & fair trade bodycare in the U.S., Dr. Bronner’s was founded in 1948 by Emanuel Bronner, a third-generation master soapmaker from a German-Jewish soapmaking family. He used the labels on his superb ecological soaps to spread his message that we must realize our transcendent unity across religious & ethnic divides or perish: “We are All-One or None!” Today, Dr. Bronner’s continues its commitment to building an engine for promoting and advancing positive social change – from pioneering USDA certified organic personal care products, to creating fair trade projects across the world that ensure fair and just treatment of farmers and workers, to sustaining a socially responsible workplace at its manufacturing plant in San Diego County. All-One!",not greenwash,25+ environment impact score B-corp,
drbronner,2022,https://shop.drbronner.co.uk/article/heal-earth-with-dr-bronners-earthhealer.aspx,"Heal Earth highlights the importance of regenerative farming practices that quite literally, heal the soil, allowing it to sequester carbon from the atmosphere to help mitigate our changing climate.  ",no accusation found,"Dr. Bronner's Family-owned and run, Dr. Bronner’s honors the vision of its founder Dr. E.H. Bronner by making socially and environmentally responsible products of the highest quality, while dedicating its profits to help make a better world. Now the top-selling brand of organic & fair trade bodycare in the U.S., Dr. Bronner’s was founded in 1948 by Emanuel Bronner, a third-generation master soapmaker from a German-Jewish soapmaking family. He used the labels on his superb ecological soaps to spread his message that we must realize our transcendent unity across religious & ethnic divides or perish: “We are All-One or None!” Today, Dr. Bronner’s continues its commitment to building an engine for promoting and advancing positive social change – from pioneering USDA certified organic personal care products, to creating fair trade projects across the world that ensure fair and just treatment of farmers and workers, to sustaining a socially responsible workplace at its manufacturing plant in San Diego County. All-One!",not greenwash,25+ environment impact score B-corp,
kleankanteen,2019,https://www.kleankanteen.com/collections/all,We deliver solutions that inspire healthy choices and create benefit for people and the places we live and play. Your purchase from independently-owned company allows us to donate to organizations making the world a better place.,no accusation found,"Klean Kanteen, Inc. provides hydration bottles. The Company offers insulated and non-insulated bottles, coffee mugs and tumblers, food canisters, straws, cap, and accessories. Klean Kanteen serves customers in the State of California.",not greenwash,40+ environment impact score B-corp,
kleankanteen,2019,https://www.kleankanteen.com/blogs/blog/getting-smart-and-sustainable-with-school-supplies," Klean Kanteen food containers are an excellent replacement for disposable and plastic containers. You can pack snacks, lunches and leftovers in them, and they come in a variety of sizes and styles. And, just as important, using sustainable and eco-friendly products like Klean Kanteen containers is a significant way we can help make a big difference for our planet.",no accusation found,"Klean Kanteen, Inc. provides hydration bottles. The Company offers insulated and non-insulated bottles, coffee mugs and tumblers, food canisters, straws, cap, and accessories. Klean Kanteen serves customers in the State of California.",not greenwash,40+ environment impact score B-corp,
naturepedic2023,2023,https://www.naturepedic.com/,"Naturepedic’s line of certified organic mattresses are now EWG VERIFIED! As the “First in Category” to receive this distinction, we couldn’t be prouder to lead the industry in setting a new standard for providing safer, healthier sleep for people, the planet, and YOU.",no accusation found,"Naturepedic is an online retailer of consumer goods. It includes crib mattresses, accessories, bedding, and other products. The company offers complimentary services such as shipping, returns and exchanges, and warranties.",not greenwash,25+ environment impact score B-corp,
naturepedic2023,2023,https://www.naturepedic.com/organic-breathable-baby-crib-mattress-buy,"Naturepedic's mission includes a strong focus on environmental sustainability. From responsibly sourcing natural and certified organic materials to becoming the first mattress manufacturer ever to earn the EWG VERIFIED® distinction to implementing a packaging system that helps keep 55,000 pounds of single-use plastic out of landfills each year, we are continuously working to improve.",no accusation found,"Naturepedic is an online retailer of consumer goods. It includes crib mattresses, accessories, bedding, and other products. The company offers complimentary services such as shipping, returns and exchanges, and warranties.",not greenwash,25+ environment impact score B-corp,
burtsbees,2023,https://www.burtsbees.com/about-us/,"Today, we make all our products with some of nature’s most effective ingredients, all sourced with respect for people and the land. Each ingredient is chosen for its proven ability to replenish and strengthen a healthy skin barrier. That means only the good stuff, and absolutely none of the bad, for hydrated and happy skin.",no accusation found,"Burt's Bees, Inc. manufactures personal care products. The Company offers lip balms, face care, soaps, lotions, shampoos, diaper powders, baby oils, and shaving products. Burt's Bees markets its products worldwide.",not greenwash,Burt's Bees has been certified CarbonNeutral® since 2013,
burtsbees,2023,https://www.burtsbees.com/about-us/,"All our products are over 95% natural origin, without phthalates, parabens, petrolatum, or sodium lauryl sulfate.",no accusation found,"Burt's Bees, Inc. manufactures personal care products. The Company offers lip balms, face care, soaps, lotions, shampoos, diaper powders, baby oils, and shaving products. Burt's Bees markets its products worldwide.",not greenwash,Burt's Bees has been certified CarbonNeutral® since 2013,
greenavocadomattress,2023,https://www.avocadogreenmattress.com/,"BETTER FOR THE WORLD: Avocado is a “Best for the World” Certified B Corporation with one of the highest Impact Scores in the mattress and bedding industry. We're the 1% for the Planet® Pinnacle Award winner, working toward Zero Waste manufacturing and have been Climate Neutral Certified since 2019.",no accusation found,"Manufacturer of green and eco-conscious mattresses and bedding intended to provide its clients with a healthy sleep environment while promoting sustainability and social responsibility. The company's products are made up of materials like GOLS organic certified latex, GOTS organic certified wool, GOTS organic certified cotton, and GOTS organic certified kapok fiber, helping its customers to avail innovative and sustainable products.",not greenwash,"Bcorp status, carbon netural certification and greenwashing case dismissed in 2023",
greenavocadomattress,2023,https://www.avocadogreenmattress.com/,"We Minimize Environmental Pollution: We avoid flame retardants, fiberglass, polyurethane foams, and other hazardous “off-gassing” chemicals that can affect human health or contribute to environmental pollution. ",no accusation found,"Manufacturer of green and eco-conscious mattresses and bedding intended to provide its clients with a healthy sleep environment while promoting sustainability and social responsibility. The company's products are made up of materials like GOLS organic certified latex, GOTS organic certified wool, GOTS organic certified cotton, and GOTS organic certified kapok fiber, helping its customers to avail innovative and sustainable products.",not greenwash,"Bcorp status, carbon netural certification and greenwashing case dismissed in 2023",
KPN,2023,https://www.overons.kpn/en/kpn-in-the-netherlands/sustainability,"Working towards a sustainable future Sustainability is part of our strategy. We continually look at where we can make improvements. In our own organization as well as for our customers and for society. For example, we are working on reducing energy consumption, on circularity and on cutting CO2 emissions and, where possible, we make a positive contribution to nature. We are also dedicated to biodiversity and climate adaptation. In this way we make not only KPN but also the Netherlands a little bit greener every day.",no accusation found,"Koninklijke KPN NV (KPN) is a provider of telecommunications and information technology (IT) services. The company offers a portfolio of services including fixed and mobile telephony, mobile data, and internet to the small, medium, and large size business customers. It also provides diverse end-to-end- solutions in the areas of workplace management, infrastructure, safety, cloud, data networks and data center. The company offers its services to residential, businesses and corporate customers. It offers services under various brand such as KPN, XS4ALL, Simyo, KPN Security, Inspark, Solcon, KPN Health, and KPN Partner Network. KPN is headquartered in Rotterdam, South Holland, the Netherlands.",not greenwash,"ISO 14001, ecovadis platinum",
KPN,2023,https://www.overons.kpn/en/kpn-in-the-netherlands/sustainability/environmentally-aware,"KPN strives to connect everybody and everything in a sustainable way. We’re contributing to a prosperous and clean world by continually reducing our impact on the environment. We do this by working more energy efficiently. Since 2011, we’ve been using 100% green electricity and we’ve been completely climate neutral since 2015.",no accusation found,"Koninklijke KPN NV (KPN) is a provider of telecommunications and information technology (IT) services. The company offers a portfolio of services including fixed and mobile telephony, mobile data, and internet to the small, medium, and large size business customers. It also provides diverse end-to-end- solutions in the areas of workplace management, infrastructure, safety, cloud, data networks and data center. The company offers its services to residential, businesses and corporate customers. It offers services under various brand such as KPN, XS4ALL, Simyo, KPN Security, Inspark, Solcon, KPN Health, and KPN Partner Network. KPN is headquartered in Rotterdam, South Holland, the Netherlands.",not greenwash,"ISO 14001, ecovadis platinum",
deutschepost,2023,https://www.deutschepost.de/en/n/nachhaltigkeit.html,"With GoGreen, shipping emissions are subsequently offset by investing in global climate protection projects - known as offsetting. We automatically apply this process to all letter mail and private customer parcels worldwide - at no extra charge. Business customers can also book the service for their parcels and advertising mail.",no accusation found,"DHL Group (DPDHL), d/b/a Deutsche Post DHL Group, is a provider of mail and logistics services. It offers logistics services under the brand name, DHL; and postal services under the brand name, Deutsche Post. The company provides national and international mail and parcel services; outsourcing and system solutions; international express; air freight, ocean freight and overland freight forwarding; contract logistics; e-commerce; and supply chain management services. DPDHL also offers dialogue marketing services, press distribution services, and electronic services that are associated with mail delivery. It serves individuals and business customers across Europe, the Americas, the Middle East and Africa, and Asia-Pacific. DPDHL is headquartered in Bonn, Baden-Wurttemberg, Germany.",not greenwash,ecovadis award,
deutschepost,2023,https://www.deutschepost.de/en/n/nachhaltigkeit.html,"With 23,000 electric delivery vans, 13,500 e-trikes and 6,100 e-bikes, ours is the largest fleet of electric commercial vehicles in the world, and our deliveries are carbon-free in about 50% of our delivery districts. No other logistics company invests as much in e-mobility as we do. We will expand our e-fleet to 38,000 electric delivery vehicles and 14,000 e-trikes by 2025. That means we can also help our public sector customers to meet the requirements of the German Clean Vehicles Procurement Act.",no accusation found,"DHL Group (DPDHL), d/b/a Deutsche Post DHL Group, is a provider of mail and logistics services. It offers logistics services under the brand name, DHL; and postal services under the brand name, Deutsche Post. The company provides national and international mail and parcel services; outsourcing and system solutions; international express; air freight, ocean freight and overland freight forwarding; contract logistics; e-commerce; and supply chain management services. DPDHL also offers dialogue marketing services, press distribution services, and electronic services that are associated with mail delivery. It serves individuals and business customers across Europe, the Americas, the Middle East and Africa, and Asia-Pacific. DPDHL is headquartered in Bonn, Baden-Wurttemberg, Germany.",not greenwash,ecovadis award,
giantgroup,2022,https://www.giant-bicycles.com/global/giant-group-esg-commitment,"CYCLING FOR A BETTER FUTURE As a brand within the Giant Group family, we are committed to sustainable mobility. Acting as trailblazers in the cycling industry, Giant, Liv, Momentum, CADEX, and the entire Giant Group are driven to be leaders in circularity. We have the power to implement sustainable solutions and collaborations to change our industry and the world for the better because impact starts with people.",no accusation found,"Giant Manufacturing Co. Ltd. (commonly known as Giant) is a Taiwanese bicycle manufacturer, recognized as the world's largest bicycle designer and manufacturer. Giant has manufacturing facilities in Taiwan, the Netherlands, China,and Hungary. They have future plans for Vietnam to be the fifth location.",not greenwash,25+ environment impact score B-corp,
giantgroup,2022,https://www.giant-bicycles.com/global/giant-group-esg-commitment,We are implementing positive changes in our value chain from our suppliers to our customers. We constantly strive for more sustainable materials and processes.,no accusation found,"Giant Manufacturing Co. Ltd. (commonly known as Giant) is a Taiwanese bicycle manufacturer, recognized as the world's largest bicycle designer and manufacturer. Giant has manufacturing facilities in Taiwan, the Netherlands, China,and Hungary. They have future plans for Vietnam to be the fifth location.",not greenwash,25+ environment impact score B-corp,
radiusrecycling,2023,https://www.radiusrecycling.com/company/sustainability,"Where Change Begins: As one of North America’s largest metal recyclers, we advance the circular economy through recovery, reuse, and recycling of the essential metals required to support global decarbonization efforts by companies, industries, and governments around the world.",no accusation found,"Schnitzer Steel Industries Inc (Schnitzer Steel) is a recycler of ferrous and nonferrous scrap metal. It also manufactures of finished steel products including reinforcing bar and wire rod. The company acquires and recycles autobodies, home appliances, rail cars, industrial machinery, manufacturing scrap and construction and demolition scrap through its auto and metals recycling facilities. Schnitzer Steel sources material through well-developed, regional supply chains that collect scrap from large and small businesses and individuals. The company recycles metals ranging from iron and steel to aluminum, copper, lead, stainless steel and zinc. Schnitzer Steel is headquartered in Portland, Oregon, the US .",not greenwash,70+ Environment score BLab,
radiusrecycling,2023,https://www.radiusrecycling.com/,Radius Recycling: At the center of the circular economy,no accusation found,"Schnitzer Steel Industries Inc (Schnitzer Steel) is a recycler of ferrous and nonferrous scrap metal. It also manufactures of finished steel products including reinforcing bar and wire rod. The company acquires and recycles autobodies, home appliances, rail cars, industrial machinery, manufacturing scrap and construction and demolition scrap through its auto and metals recycling facilities. Schnitzer Steel sources material through well-developed, regional supply chains that collect scrap from large and small businesses and individuals. The company recycles metals ranging from iron and steel to aluminum, copper, lead, stainless steel and zinc. Schnitzer Steel is headquartered in Portland, Oregon, the US .",not greenwash,70+ Environment score BLab,
,,,,,,not greenwash,,
,,,,,,not greenwash,,
,,,,,,not greenwash,,
,,,,,,not greenwash,,
,,,,,,not greenwash,,
,,,,,,not greenwash,,
,,,,,,not greenwash,,
